Дата;Температура, °С
26-10-2019;4.21
27-10-2019;6.96
28-10-2019;4.25
29-10-2019;-2.27
30-10-2019;-4.14
31-10-2019;-5.55
01-11-2019;-6.09
02-11-2019;-7.09
03-11-2019;-7.39
04-11-2019;-5.89
05-11-2019;-0.79
06-11-2019;2.65
07-11-2019;2.84
08-11-2019;-4.81
09-11-2019;-9.74
10-11-2019;-9.89
11-11-2019;-7.43
12-11-2019;-5.22
13-11-2019;-9.21
14-11-2019;-13.58
15-11-2019;-12.41
16-11-2019;-4.36
17-11-2019;-3.45
18-11-2019;-11.38
19-11-2019;-19.26
20-11-2019;-18.34
21-11-2019;-14.21
22-11-2019;-8.78
23-11-2019;-6.29
24-11-2019;-9.58
25-11-2019;-12.48
