Дата;Температура, °С
16-03-2019;5.43
17-03-2019;5.54
18-03-2019;5.61
19-03-2019;5.26
20-03-2019;5.97
21-03-2019;6.72
22-03-2019;5.77
23-03-2019;4.55
24-03-2019;2.93
25-03-2019;5.14
26-03-2019;6.87
27-03-2019;6.87
28-03-2019;4.48
29-03-2019;3.10
30-03-2019;4.33
31-03-2019;7.86
01-04-2019;7.60
02-04-2019;6.90
03-04-2019;5.61
04-04-2019;5.35
05-04-2019;7.59
06-04-2019;9.80
07-04-2019;11.01
08-04-2019;11.77
09-04-2019;13.33
10-04-2019;13.81
11-04-2019;13.62
12-04-2019;13.12
13-04-2019;12.81
14-04-2019;12.67
15-04-2019;12.40
