Дата;Температура, °С
31-08-2019;15.60
01-09-2019;15.98
02-09-2019;16.07
03-09-2019;16.55
04-09-2019;17.88
05-09-2019;17.92
06-09-2019;17.56
07-09-2019;19.03
08-09-2019;18.14
09-09-2019;15.82
10-09-2019;14.08
11-09-2019;13.31
12-09-2019;14.64
13-09-2019;12.73
14-09-2019;11.72
15-09-2019;11.61
16-09-2019;9.75
17-09-2019;9.00
18-09-2019;6.55
19-09-2019;7.91
20-09-2019;8.49
21-09-2019;9.43
22-09-2019;10.75
23-09-2019;10.72
24-09-2019;8.59
25-09-2019;8.95
26-09-2019;11.40
27-09-2019;13.27
28-09-2019;13.22
29-09-2019;10.48
30-09-2019;9.18
